"PROBEID","SYMBOL","ENTREZID","GENENAME"
"8122885",NA,NA,NA
"8122887","OPRM1","4988","opioid receptor mu 1"
"8122909","SCAF8","22828","SR-related CTD associated factor 8"
"8122933","TIAM2","26230","TIAM Rac1 associated GEF 2"
"8122966","CLDN20","49861","claudin 20"
"8122969",NA,NA,NA
"8122971","ARID1B","57492","AT-rich interaction domain 1B"
"8122982","ZDHHC14","79683","zinc finger DHHC-type palmitoyltransferase 14"
"8122986","SNX9","51429","sorting nexin 9"
"8123006","SYNJ2","8871","synaptojanin 2"
"8123038","GTF2H5","404672","general transcription factor IIH subunit 5"
"8123044","TULP4","56995","TUB like protein 4"
"8123060",NA,NA,NA
"8123062","TMEM181","57583","transmembrane protein 181"
"8123080","SYTL3","94120","synaptotagmin like 3"
"8123101","LINC02901","100130967","long intergenic non-protein coding RNA 2901"
"8123104","FNDC1","84624","fibronectin type III domain containing 1"
"8123129","WTAP","9589","WT1 associated protein"
"8123137","ACAT2","39","acetyl-CoA acetyltransferase 2"
"8123148","MRPL18","29074","mitochondrial ribosomal protein L18"
"8123155","PNLDC1","154197","PARN like ribonuclease domain containing exonuclease 1"
"8123176","MAS1","4142","MAS1 proto-oncogene, G protein-coupled receptor"
"8123181","IGF2R","3482","insulin like growth factor 2 receptor"
"8123230","CHP1P2","729603","CHP1 pseudogene 2"
"8123232","SLC22A1","6580","solute carrier family 22 member 1"
"8123246","SLC22A3","6581","solute carrier family 22 member 3"
"8123259","PLG","5340","plasminogen"
"8123274","MAP3K4","4216","mitogen-activated protein kinase kinase kinase 4"
"8123303","PACRG","135138","parkin coregulated"
"8123313",NA,NA,NA
"8123315","QKI","9444","QKI, KH domain containing RNA binding"
"8123332",NA,NA,NA
"8123334","LINC00602","441177","long intergenic non-protein coding RNA 602"
"8123336",NA,NA,NA
"8123338",NA,NA,NA
"8123340",NA,NA,NA
"8123342","CEP43","11116","centrosomal protein 43"
"8123362",NA,NA,NA
"8123364","CCR6","1235","C-C motif chemokine receptor 6"
"8123372",NA,NA,NA
"8123374","TCP10L2","401285","t-complex 10 like 2 (pseudogene)"
"8123388","UNC93A","54346","unc-93 homolog A"
"8123398","TTLL2","83887","tubulin tyrosine ligase like 2"
"8123405","LOC441179","441179","uncharacterized LOC441179"
"8123407","AFDN","4301","afadin, adherens junction formation factor"
"8123437","KIF25","3834","kinesin family member 25"
"8123446","SMOC2","64094","SPARC related modular calcium binding 2"
"8123463","C6orf120","387263","chromosome 6 open reading frame 120"
"8123467","ERMARD","55780","ER membrane associated RNA degradation"
"8123488","LINC00574","80069","long intergenic non-protein coding RNA 574"
"8123494","FAM120B","84498","family with sequence similarity 120 member B"
"8123507","TBP","6908","TATA-box binding protein"
"8123520","LINC01000","402483","long intergenic non-protein coding RNA 1000"
"8123524","EXOC2","55770","exocyst complex component 2"
"8123558","HUS1B","135458","HUS1 checkpoint clamp component B"
"8123562","GMDS","2762","GDP-mannose 4,6-dehydratase"
"8123579","LINC01600","154386","long intergenic non-protein coding RNA 1600"
"8123584","MYLK4","340156","myosin light chain kinase family member 4"
"8123598","SERPINB1","1992","serpin family B member 1"
"8123606","SERPINB9P1","221756","serpin family B member 9 pseudogene 1"
"8123609","SERPINB9","5272","serpin family B member 9"
"8123621","SERPINB6","5269","serpin family B member 6"
"8123637","HTATSF1P2","401233","HIV-1 Tat specific factor 1 pseudogene 2"
"8123642",NA,NA,NA
"8123644","TUBB2A","7280","tubulin beta 2A class IIa"
"8123651","TUBB2B","347733","tubulin beta 2B class IIb"
"8123658","SLC22A23","63027","solute carrier family 22 member 23"
"8123678","PXDC1","221749","PX domain containing 1"
"8123685","FAM217A","222826","family with sequence similarity 217 member A"
"8123695","ECI2","10455","enoyl-CoA delta isomerase 2"
"8123712",NA,NA,NA
"8123714",NA,NA,NA
"8123717","RPP40","10799","ribonuclease P/MRP subunit p40"
"8123726",NA,NA,NA
"8123728","LYRM4","57128","LYR motif containing 4"
"8123737",NA,NA,NA
"8123739","NRN1","51299","neuritin 1"
"8123744","F13A1","2162","coagulation factor XIII A chain"
"8123760","LY86-AS1","285780","LY86 antisense RNA 1"
"8123763",NA,NA,NA
"8123765",NA,NA,NA
"8123767","SSR1","6745","signal sequence receptor subunit 1"
"8123780","CAGE1","285782","cancer antigen 1"
"8123800",NA,NA,NA
"8123802","TXNDC5","81567","thioredoxin domain containing 5"
"8123819","EEF1E1","9521","eukaryotic translation elongation factor 1 epsilon 1"
"8123825","SLC35B3","51000","solute carrier family 35 member B3"
"8123843","OFCC1","266553","orofacial cleft 1 candidate 1"
"8123864","TFAP2A","7020","transcription factor AP-2 alpha"
"8123876","LINC00518","221718","long intergenic non-protein coding RNA 518"
"8123884","C6orf52","347744","chromosome 6 open reading frame 52"
"8123889",NA,NA,NA
"8123891",NA,NA,NA
"8123893","MAK","4117","male germ cell associated kinase"
"8123910","GCM2","9247","glial cells missing transcription factor 2"
"8123920","ELOVL2","54898","ELOVL fatty acid elongase 2"
"8123929","ERVFRD-1","405754","endogenous retrovirus group FRD member 1, envelope"
"8123936","NEDD9","4739","neural precursor cell expressed, developmentally down-regulated 9"
"8123949",NA,NA,NA
"8123951","ADTRP","84830","androgen dependent TFPI regulating protein"
"8123959",NA,NA,NA
"8123961","TBC1D7","51256","TBC1 domain family member 7"
"8123976","GFOD1","54438","Gfo/Idh/MocA-like oxidoreductase domain containing 1"
"8123981","GFOD1","54438","Gfo/Idh/MocA-like oxidoreductase domain containing 1"
"8123985",NA,NA,NA
"8123989","RANBP9","10048","RAN binding protein 9"
"8124008","MCUR1","63933","mitochondrial calcium uniporter regulator 1"
"8124018",NA,NA,NA
"8124020",NA,NA,NA
"8124022","DTNBP1","84062","dystrobrevin binding protein 1"
"8124036",NA,NA,NA
"8124038",NA,NA,NA
"8124040","ATXN1","6310","ataxin 1"
"8124055",NA,NA,NA
"8124057",NA,NA,NA
"8124059","NUP153","9972","nucleoporin 153"
"8124082",NA,NA,NA
"8124086",NA,NA,NA
"8124088","KIF13A","63971","kinesin family member 13A"
"8124129","NHLRC1","378884","NHL repeat containing E3 ubiquitin protein ligase 1"
"8124134","TPMT","7172","thiopurine S-methyltransferase"
"8124144","DEK","7913","DEK proto-oncogene"
"8124156",NA,NA,NA
"8124158",NA,NA,NA
"8124160",NA,NA,NA
"8124162",NA,NA,NA
"8124164",NA,NA,NA
"8124166","MBOAT1","154141","membrane bound O-acyltransferase domain containing 1"
"8124181",NA,NA,NA
"8124183",NA,NA,NA
"8124185","PRL","5617","prolactin"
"8124192",NA,NA,NA
"8124194",NA,NA,NA
"8124196","DCDC2","51473","doublecortin domain containing 2"
"8124211","GPLD1","2822","glycosylphosphatidylinositol specific phospholipase D1"
"8124240","KIAA0319","9856","KIAA0319"
"8124262","TDP2","51567","tyrosyl-DNA phosphodiesterase 2"
"8124273","C6orf62","81688","chromosome 6 open reading frame 62"
"8124280","RIPOR2","9750","RHO family interacting cell polarization regulator 2"
"8124305",NA,NA,NA
"8124307","CMAHP","8418","cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene"
"8124327",NA,NA,NA
"8124329",NA,NA,NA
"8124331","H2AC1","221613","H2A clustered histone 1"
"8124335",NA,NA,NA
"8124337","SLC17A1","6568","solute carrier family 17 member 1"
"8124351","SLC17A3","10786","solute carrier family 17 member 3"
"8124365","SLC17A2","10246","solute carrier family 17 member 2"
"8124380","H1-1","3024","H1.1 linker histone, cluster member"
"8124385","H4C2","8366","H4 clustered histone 2"
"8124388","H3C2","8358","H3 clustered histone 2"
"8124391","H2AC4","8335","H2A clustered histone 4"
"8124394","H2BC3","3018","H2B clustered histone 3"
"8124397","H1-2","3006","H1.2 linker histone, cluster member"
"8124402","H1-6","3010","H1.6 linker histone, cluster member"
"8124406","H2BC4","8347","H2B clustered histone 4"
"8124413","H4C4","8360","H4 clustered histone 4"
"8124416","H3C4","8351","H3 clustered histone 4"
"8124423","H2BC8","8339","H2B clustered histone 8"
"8124430","H1-3","3007","H1.3 linker histone, cluster member"
"8124433","H4C7","8369","H4 clustered histone 7"
"8124437","H3C7","8968","H3 clustered histone 7"
"8124440","H3C8","8355","H3 clustered histone 8"
"8124446",NA,NA,NA
"8124448","H4C8","8365","H4 clustered histone 8"
"8124455",NA,NA,NA
"8124457",NA,NA,NA
"8124459","ZNF322","79692","zinc finger protein 322"
"8124467",NA,NA,NA
"8124469","GUSBP2","387036","GUSB pseudogene 2"
"8124482",NA,NA,NA
"8124484","H2BC11","8970","H2B clustered histone 11"
"8124492","H2BC12","85236","H2B clustered histone 12"
"8124495","POM121L2","94026","POM121 transmembrane nucleoporin like 2"
"8124498","ZNF204P","7754","zinc finger protein 204, pseudogene"
"8124500",NA,NA,NA
"8124502","ZNF184","7738","zinc finger protein 184"
"8124510","H2BC13","8340","H2B clustered histone 13"
"8124518","H2AC14","8331","H2A clustered histone 14"
"8124521","H4C12","8362","H4 clustered histone 12"
"8124524","H2AC15","8330","H2A clustered histone 15"
"8124527","H1-5","3009","H1.5 linker histone, cluster member"
"8124531","H3C11","8354","H3 clustered histone 11"
"8124534","H4C13","8368","H4 clustered histone 13"
"8124537","H3C12","8356","H3 clustered histone 12"
"8124540","H2AC17","8336","H2A clustered histone 17"
"8124547","OR2B2","81697","olfactory receptor family 2 subfamily B member 2"
"8124549",NA,NA,NA
"8124551","TOB2P1","222699","transducer of ERBB2, 2 pseudogene 1"
"8124553","ZKSCAN4","387032","zinc finger with KRAB and SCAN domains 4"
"8124562","ZSCAN31","64288","zinc finger and SCAN domain containing 31"
"8124574","ZSCAN12","9753","zinc finger and SCAN domain containing 12"
"8124583","ZSCAN23","222696","zinc finger and SCAN domain containing 23"
"8124588","GPX6","257202","glutathione peroxidase 6"
"8124594","SCAND3","114821","SCAN domain containing 3"
"8124604",NA,NA,NA
"8124606",NA,NA,NA
"8124608",NA,NA,NA
"8124610","TRIM27","5987","tripartite motif containing 27"
"8124622","ZNF311","282890","zinc finger protein 311"
"8124630","OR2W1","26692","olfactory receptor family 2 subfamily W member 1"
"8124632","OR2B3","442184","olfactory receptor family 2 subfamily B member 3"
"8124634",NA,NA,NA
"8124636",NA,NA,NA
"8124639","OR11A1","26531","olfactory receptor family 11 subfamily A member 1"
"8124645","OR12D3","81797","olfactory receptor family 12 subfamily D member 3"
"8124648","MAS1L","116511","MAS1 proto-oncogene like, G protein-coupled receptor"
"8124650","UBD","10537","ubiquitin D"
"8124654","GABBR1","2550","gamma-aminobutyric acid type B receptor subunit 1"
"8124684","ZFP57","346171","ZFP57 zinc finger protein"
"8124689","HCG4","54435","HLA complex group 4"
"8124691","POLR1HASP","80862","POLR1H antisense, pseudogene"
"8124695","RNF39","80352","ring finger protein 39"
"8124707","TRIM31","11074","tripartite motif containing 31"
"8124716","TRIM10","10107","tripartite motif containing 10"
"8124726","TRIM26","7726","tripartite motif containing 26"
"8124742","GNL1","2794","G protein nucleolar 1 (putative)"
"8124756","PPP1R10","5514","protein phosphatase 1 regulatory subunit 10"
"8124775","DHX16","8449","DEAH-box helicase 16"
"8124798","PPP1R18","170954","protein phosphatase 1 regulatory subunit 18"
"8124806","NRM","11270","nurim"
"8124813","MDC1","9656","mediator of DNA damage checkpoint 1"
"8124828","FLOT1","10211","flotillin 1"
"8124846",NA,NA,NA
"8124848","IER3","8870","immediate early response 3"
"8124855","SFTA2","389376","surfactant associated 2"
"8124859","C6orf15","29113","chromosome 6 open reading frame 15"
"8124862","CDSN","1041","corneodesmosin"
"8124865","PSORS1C2","170680","psoriasis susceptibility 1 candidate 2"
"8124868","CCHCR1","54535","coiled-coil alpha-helical rod protein 1"
"8124889","POU5F1","5460","POU class 5 homeobox 1"
"8124897","PSORS1C3","100130889","psoriasis susceptibility 1 candidate 3"
"8124901","HLA-F","3134","major histocompatibility complex, class I, F"
"8124911","HLA-F","3134","major histocompatibility complex, class I, F"
"8124920",NA,NA,NA
"8124922",NA,NA,NA
"8124924","PPIA","5478","peptidylprolyl isomerase A"
"8124926","DDX39B","7919","DExD-box helicase 39B"
"8124940","SNORD117","692233","small nucleolar RNA, C/D box 117"
"8124942","ATP6V1G2","534","ATPase H+ transporting V1 subunit G2"
"8124950","LTB","4050","lymphotoxin beta"
"8124955","NCR3","259197","natural cytotoxicity triggering receptor 3"
"8124967","BAG6","7917","BAG cochaperone 6"
"8124994","C6orf47","57827","chromosome 6 open reading frame 47"
"8124998","GPANK1","7918","G-patch domain and ankyrin repeats 1"
"8125007","LY6G5C","80741","lymphocyte antigen 6 family member G5C"
"8125017","ABHD16A","7920","abhydrolase domain containing 16A, phospholipase"
"8125038","LY6G6E","79136","lymphocyte antigen 6 family member G6E (pseudogene)"
"8125042","LY6G6C","80740","lymphocyte antigen 6 family member G6C"
"8125048","DDAH2","23564","DDAH family member 2, ADMA-independent"
"8125059","CLIC1","1192","chloride intracellular channel 1"
"8125072","VWA7","80737","von Willebrand factor A domain containing 7"
"8125091","VARS1","7407","valyl-tRNA synthetase 1"
"8125123",NA,NA,NA
"8125125","LSM2","57819","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated"
"8125134","HSPA1L","3305","heat shock protein family A (Hsp70) member 1 like"
"8125139","NEU1","4758","neuraminidase 1"
"8125149","NEU1","4758","neuraminidase 1"
"8125172","EHMT2","10919","euchromatic histone lysine methyltransferase 2"
"8125201","ZBTB12","221527","zinc finger and BTB domain containing 12"
"8125204","NELFE","7936","negative elongation factor complex member E"
"8125220","DXO","1797","decapping exoribonuclease"
"8125234","TNXB","7148","tenascin XB"
"8125289","TNXB","7148","tenascin XB"
"8125295","ATF6B","1388","activating transcription factor 6 beta"
"8125316","FKBPL","63943","FKBP prolyl isomerase like"
"8125321","PRRT1","80863","proline rich transmembrane protein 1"
"8125328","AGPAT1","10554","1-acylglycerol-3-phosphate O-acyltransferase 1"
"8125341","AGER","177","advanced glycosylation end-product specific receptor"
"8125360","PBX2","5089","PBX homeobox 2"
"8125373","GPSM3","63940","G protein signaling modulator 3"
"8125383","NOTCH4","4855","notch receptor 4"
"8125415","TSBP1","10665","testis expressed basic protein 1"
"8125426","BTNL2","56244","butyrophilin like 2"
"8125434",NA,NA,NA
"8125436","HLA-DRB5","3127","major histocompatibility complex, class II, DR beta 5"
"8125443",NA,NA,NA
"8125445",NA,NA,NA
"8125447","HLA-DQB1","3119","major histocompatibility complex, class II, DQ beta 1"
"8125461","HLA-DQB1","3119","major histocompatibility complex, class II, DQ beta 1"
"8125463","HLA-DQB2","3120","major histocompatibility complex, class II, DQ beta 2"
"8125470","HLA-DOB","3112","major histocompatibility complex, class II, DO beta"
"8125483","TAP2","6891","transporter 2, ATP binding cassette subfamily B member"
"8125500","PSMB8","5696","proteasome 20S subunit beta 8"
"8125512","TAP2","6891","transporter 2, ATP binding cassette subfamily B member"
"8125527","PPP1R2P1","100507444","protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 1"
"8125530","HLA-DMB","3109","major histocompatibility complex, class II, DM beta"
"8125537","HLA-DMA","3108","major histocompatibility complex, class II, DM alpha"
"8125545","HLA-DOA","3111","major histocompatibility complex, class II, DO alpha"
"8125556","HLA-DPA1","3113","major histocompatibility complex, class II, DP alpha 1"
"8125563",NA,NA,NA
"8125568","COL11A2","1302","collagen type XI alpha 2 chain"
"8125638","RXRB","6257","retinoid X receptor beta"
"8125649","VPS52","6293","VPS52 subunit of GARP complex"
"8125671","WDR46","9277","WD repeat domain 46"
"8125687","RGL2","5863","ral guanine nucleotide dissociation stimulator like 2"
"8125713","TAPBP","6892","TAP binding protein"
"8125731","ZBTB22","9278","zinc finger and BTB domain containing 22"
"8125734","DAXX","1616","death domain associated protein"
"8125748","LYPLA2P2","388499","LYPLA2 pseudogene 2"
"8125750","NBEAL1","65065","neurobeachin like 1"
"8125752","CUTA","51596","cutA divalent cation tolerance homolog"
"8125766","BAK1","578","BCL2 antagonist/killer 1"
"8125772","LINC00336","401253","long intergenic non-protein coding RNA 336"
"8125775","UQCC2","84300","ubiquinol-cytochrome c reductase complex assembly factor 2"
"8125780","IP6K3","117283","inositol hexakisphosphate kinase 3"
"8125788","LEMD2","221496","LEM domain nuclear envelope protein 2"
"8125798","MLN","4295","motilin"
"8125805","GRM4","2914","glutamate metabotropic receptor 4"
"8125818","SMIM29","221491","small integral membrane protein 29"
"8125825","RPS10-NUDT3","100529239","RPS10-NUDT3 readthrough"
"8125835","RPS10","6204","ribosomal protein S10"
"8125843","SPDEF","25803","SAM pointed domain containing ETS transcription factor"
"8125850","ILRUN","64771","inflammation and lipid regulator with UBA-like and NBR1-like domains"
"8125857",NA,NA,NA
"8125859","TAF11","6882","TATA-box binding protein associated factor 11"
"8125870","TCP11","6954","t-complex 11"
"8125887","TEAD3","7005","TEA domain transcription factor 3"
"8125903","TULP1","7287","TUB like protein 1"
"8125919","FKBP5","2289","FKBP prolyl isomerase 5"
"8125936","CLPS","1208","colipase"
"8125941","SRPK1","6732","SRSF protein kinase 1"
"8125959","SLC26A8","116369","solute carrier family 26 member 8"
"8125980","BNIP5","389384","BCL2 interacting protein 5"
"8125993","ETV7","51513","ETS variant transcription factor 7"
"8126007","PXT1","222659","peroxisomal testis enriched protein 1"
"8126016",NA,NA,NA
"8126018","STK38","11329","serine/threonine kinase 38"
"8126033",NA,NA,NA
"8126035","CPNE5","57699","copine 5"
"8126058","PPIL1","51645","peptidylprolyl isomerase like 1"
"8126066","MTCH1","23787","mitochondrial carrier 1"
"8126086","TMEM217","221468","transmembrane protein 217"
"8126093",NA,NA,NA
"8126095","CCDC167","154467","coiled-coil domain containing 167"
"8126102","MDGA1","266727","MAM domain containing glycosylphosphatidylinositol anchor 1"
"8126119",NA,NA,NA
"8126121","BTBD9","114781","BTB domain containing 9"
"8126135","GLO1","2739","glyoxalase I"
"8126145",NA,NA,NA
"8126147","SAYSD1","55776","SAYSVFN motif domain containing 1"
"8126153","KCNK5","8645","potassium two pore domain channel subfamily K member 5"
"8126163","KCNK17","89822","potassium two pore domain channel subfamily K member 17"
"8126173","KCNK16","83795","potassium two pore domain channel subfamily K member 16"
"8126184","KIF6","221458","kinesin family member 6"
"8126212",NA,NA,NA
"8126214","MOCS1","4337","molybdenum cofactor synthesis 1"
"8126238",NA,NA,NA
"8126240","LINC00951","401260","long intergenic non-protein coding RNA 951"
"8126244","LRFN2","57497","leucine rich repeat and fibronectin type III domain containing 2"
"8126248","UNC5CL","222643","unc-5 family C-terminal like"
"8126259","OARD1","221443","O-acyl-ADP-ribose deacylase 1"
"8126269","TREML1","340205","triggering receptor expressed on myeloid cells like 1"
"8126279","TREM2","54209","triggering receptor expressed on myeloid cells 2"
"8126288","TREML2","79865","triggering receptor expressed on myeloid cells like 2"
"8126296","TREML3P","340206","triggering receptor expressed on myeloid cells like 3, pseudogene"
"8126301",NA,NA,NA
"8126303","TREM1","54210","triggering receptor expressed on myeloid cells 1"
"8126310",NA,NA,NA
"8126312","TFEB","7942","transcription factor EB"
"8126324","PGC","5225","progastricsin"
"8126337","FRS3","10817","fibroblast growth factor receptor substrate 3"
"8126347","USP49","25862","ubiquitin specific peptidase 49"
"8126358",NA,NA,NA
"8126360","MED20","9477","mediator complex subunit 20"
"8126369",NA,NA,NA
"8126371","CCND3","896","cyclin D3"
"8126379","C6orf132","647024","chromosome 6 open reading frame 132"
"8126382","C6orf132","647024","chromosome 6 open reading frame 132"
"8126387","GUCA1B","2979","guanylate cyclase activator 1B"
"8126394","MRPS10","55173","mitochondrial ribosomal protein S10"
"8126402","TRERF1","55809","transcriptional regulating factor 1"
"8126428","TRERF1","55809","transcriptional regulating factor 1"
"8126432",NA,NA,NA
"8126434",NA,NA,NA
"8126436","PRPH2","5961","peripherin 2"
"8126442","TBCC","6903","tubulin folding cofactor C"
"8126446","C6orf226","441150","chromosome 6 open reading frame 226"
"8126450","RPL24","6152","ribosomal protein L24"
"8126452","PEX6","5190","peroxisomal biogenesis factor 6"
"8126474","MEA1","4201","male-enhanced antigen 1"
"8126482",NA,NA,NA
"8126484",NA,NA,NA
"8126486","CUL7","9820","cullin 7"
"8126512","MRPL2","51069","mitochondrial ribosomal protein L2"
"8126524","DNPH1","10591","2'-deoxynucleoside 5'-phosphate N-hydrolase 1"
"8126531","CRIP3","401262","cysteine rich protein 3"
"8126542","ZNF318","24149","zinc finger protein 318"
"8126556","DLK2","65989","delta like non-canonical Notch ligand 2"
"8126566","LRRC73","221424","leucine rich repeat containing 73"
"8126574","YIPF3","25844","Yip1 domain family member 3"
"8126588","XPO5","57510","exportin 5"
"8126627",NA,NA,NA
"8126629","GTPBP2","54676","GTP binding protein 2"
"8126646","MRPS18A","55168","mitochondrial ribosomal protein S18A"
"8126653","MRPL14","64928","mitochondrial ribosomal protein L14"
"8126658","SLC35B2","347734","solute carrier family 35 member B2"
"8126666","NFKBIE","4794","NFKB inhibitor epsilon"
"8126674","TCTE1","202500","t-complex-associated-testis-expressed 1"
"8126681","AARS2","57505","alanyl-tRNA synthetase 2, mitochondrial"
"8126705",NA,NA,NA
"8126710","SUPT3H","8464","SPT3 homolog, SAGA and STAGA complex component"
"8126729","CLIC5","53405","chloride intracellular channel 5"
"8126750","ENPP5","59084","ectonucleotide pyrophosphatase/phosphodiesterase family member 5"
"8126760","RCAN2","10231","regulator of calcineurin 2"
"8126770","CYP39A1","51302","cytochrome P450 family 39 subfamily A member 1"
"8126784","PLA2G7","7941","phospholipase A2 group VII"
"8126798","ADGRF5","221395","adhesion G protein-coupled receptor F5"
"8126820","ADGRF1","266977","adhesion G protein-coupled receptor F1"
"8126839","TNFRSF21","27242","TNF receptor superfamily member 21"
"8126853","PTCHD4","442213","patched domain containing 4"
"8126855","PTCHD4","442213","patched domain containing 4"
"8126860","MMUT","4594","methylmalonyl-CoA mutase"
"8126878","RHAG","6005","Rh associated glycoprotein"
"8126891","CRISP2","7180","cysteine rich secretory protein 2"
"8126905","CRISP3","10321","cysteine rich secretory protein 3"
"8126916","PGK2","5232","phosphoglycerate kinase 2"
"8126920","CRISP1","167","cysteine rich secretory protein 1"
"8126931","DEFB133","403339","defensin beta 133 (pseudogene)"
"8126934","DEFB114","245928","defensin beta 114"
"8126937","DEFB113","245927","defensin beta 113"
"8126939","DEFB110","245913","defensin beta 110"
"8126943","DEFB112","245915","defensin beta 112"
"8126946",NA,NA,NA
"8126948","FTH1P5","2509","ferritin heavy chain 1 pseudogene 5"
"8126950",NA,NA,NA
"8126952","WTAP","9589","WT1 associated protein"
"8126954","PKHD1","5314","PKHD1 ciliary IPT domain containing fibrocystin/polyductin"
"8127024","IL17F","112744","interleukin 17F"
"8127031","MCM3","4172","minichromosome maintenance complex component 3"
"8127051","TRAM2","9697","translocation associated membrane protein 2"
"8127065","GSTA2","2939","glutathione S-transferase alpha 2"
"8127072","GSTA1","2938","glutathione S-transferase alpha 1"
"8127079","GSTA5","221357","glutathione S-transferase alpha 5"
"8127087","GSTA3","2940","glutathione S-transferase alpha 3"
"8127094","GSTA4","2941","glutathione S-transferase alpha 4"
"8127107",NA,NA,NA
"8127109","CILK1","22858","ciliogenesis associated kinase 1"
"8127128",NA,NA,NA
"8127130","GCM1","8521","glial cells missing transcription factor 1"
"8127141",NA,NA,NA
"8127143",NA,NA,NA
"8127145","ELOVL5","60481","ELOVL fatty acid elongase 5"
"8127156",NA,NA,NA
"8127158","GCLC","2729","glutamate-cysteine ligase catalytic subunit"
"8127177","KLHL31","401265","kelch like family member 31"
"8127180","HMGCLL1","54511","3-hydroxy-3-methylglutaryl-CoA lyase like 1"
"8127193","BMP5","653","bone morphogenetic protein 5"
"8127201","COL21A1","81578","collagen type XXI alpha 1 chain"
"8127234","DST","667","dystonin"
"8127346","RAB23","51715","RAB23, member RAS oncogene family"
"8127360",NA,NA,NA
"8127362",NA,NA,NA
"8127364","LINC00680","106660612","long intergenic non-protein coding RNA 680"
"8127370","KHDRBS2","202559","KH RNA binding domain containing, signal transduction associated 2"
"8127380","LGSN","51557","lengsin, lens protein with glutamine synthetase domain"
"8127391","EYS","346007","eyes shut homolog"
"8127393","EYS","346007","eyes shut homolog"
"8127396","EYS","346007","eyes shut homolog"
"8127399","EYS","346007","eyes shut homolog"
"8127408","EYS","346007","eyes shut homolog"
"8127419",NA,NA,NA
"8127421",NA,NA,NA
"8127423",NA,NA,NA
"8127425","LMBRD1","55788","LMBR1 domain containing 1"
"8127446","COL9A1","1297","collagen type IX alpha 1 chain"
"8127484","B3GAT2","135152","beta-1,3-glucuronyltransferase 2"
"8127496",NA,NA,NA
"8127498","MIR30C2","407032","microRNA 30c-2"
"8127500","MIR30A","407029","microRNA 30a"
"8127502","LINC00472","79940","long intergenic non-protein coding RNA 472"
"8127507",NA,NA,NA
"8127509",NA,NA,NA
"8127511","KHDC1L","100129128","KH domain containing 1 like"
"8127522","DPPA5","340168","developmental pluripotency associated 5"
"8127526","RPL39","6170","ribosomal protein L39"
"8127532",NA,NA,NA
"8127534","CGAS","115004","cyclic GMP-AMP synthase"
"8127542",NA,NA,NA
"8127544","EEF1A1","1915","eukaryotic translation elongation factor 1 alpha 1"
"8127549","SLC17A5","26503","solute carrier family 17 member 5"
"8127563","COL12A1","1303","collagen type XII alpha 1 chain"
"8127629","COX7A2","1347","cytochrome c oxidase subunit 7A2"
"8127637","TMEM30A","55754","transmembrane protein 30A"
"8127646","FILIP1","27145","filamin A interacting protein 1"
"8127656",NA,NA,NA
"8127658",NA,NA,NA
"8127660",NA,NA,NA
"8127662",NA,NA,NA
"8127664",NA,NA,NA
"8127666","IMPG1","3617","interphotoreceptor matrix proteoglycan 1"
"8127686",NA,NA,NA
"8127688",NA,NA,NA
"8127690",NA,NA,NA
"8127692","HTR1B","3351","5-hydroxytryptamine receptor 1B"
"8127696","ERVK-6","64006","endogenous retrovirus group K member 6, envelope"
"8127698","PHIP","55023","pleckstrin homology domain interacting protein"
"8127743","HMGN3","9324","high mobility group nucleosomal binding domain 3"
"8127752",NA,NA,NA
"8127754","LCAL1","80078","lung cancer associated lncRNA 1"
"8127756","LCA5","167691","lebercilin LCA5"
"8127767","ELOVL4","6785","ELOVL fatty acid elongase 4"
"8127776",NA,NA,NA
"8127778","TENT5A","55603","terminal nucleotidyltransferase 5A"
"8127787","IBTK","25998","inhibitor of Bruton tyrosine kinase"
"8127822",NA,NA,NA
"8127824","UBE3D","90025","ubiquitin protein ligase E3D"
"8127841","PGM3","5238","phosphoglucomutase 3"
"8127854","ME1","4199","malic enzyme 1"
"8127872","SNAP91","9892","synaptosome associated protein 91"
"8127903","CEP162","22832","centrosomal protein 162"
"8127932","TBX18","9096","T-box transcription factor 18"
"8127943","SNX14","57231","sorting nexin 14"
"8127977","SYNCRIP","10492","synaptotagmin binding cytoplasmic RNA interacting protein"
"8127987","SNORD50A","26799","small nucleolar RNA, C/D box 50A"
"8127989","SNORD50B","692088","small nucleolar RNA, C/D box 50B"
"8127991",NA,NA,NA
"8127993",NA,NA,NA
"8127995",NA,NA,NA
"8127997",NA,NA,NA
"8127999",NA,NA,NA
"8128001","CGA","1081","glycoprotein hormones, alpha polypeptide"
"8128007","GJB7","375519","gap junction protein beta 7"
"8128013","RARS2","57038","arginyl-tRNA synthetase 2, mitochondrial"
"8128034","AKIRIN2","55122","akirin 2"
"8128043","CNR1","1268","cannabinoid receptor 1"
"8128052","RNGTT","8732","RNA guanylyltransferase and 5'-phosphatase"
"8128075",NA,NA,NA
"8128077",NA,NA,NA
"8128079","SRSF12","135295","serine and arginine rich splicing factor 12"
"8128087","GABRR1","2569","gamma-aminobutyric acid type A receptor subunit rho1"
"8128099","GABRR2","2570","gamma-aminobutyric acid type A receptor subunit rho2"
"8128109",NA,NA,NA
"8128111","UBE2J1","51465","ubiquitin conjugating enzyme E2 J1"
"8128123","RRAGD","58528","Ras related GTP binding D"
